"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"28.11.2016 11:00 - 28.11.2016 12:00","n/e","534","n/e","1762"
"28.11.2016 12:00 - 28.11.2016 13:00","n/e","834","n/e","1425"
"28.11.2016 13:00 - 28.11.2016 14:00","n/e","414","n/e","1458"
"28.11.2016 14:00 - 28.11.2016 15:00","n/e","417","n/e","1134"
"28.11.2016 15:00 - 28.11.2016 16:00","n/e","334","n/e","1566"
"28.11.2016 16:00 - 28.11.2016 17:00","n/e","577","n/e","1505"
"28.11.2016 17:00 - 28.11.2016 18:00","n/e","791","n/e","1078"
"28.11.2016 18:00 - 28.11.2016 19:00","n/e","1200","n/e","506"
"28.11.2016 19:00 - 28.11.2016 20:00","n/e","1295","n/e","368"
"28.11.2016 20:00 - 28.11.2016 21:00","n/e","622","n/e","451"
"28.11.2016 21:00 - 28.11.2016 22:00","n/e","570","n/e","1138"
"28.11.2016 22:00 - 28.11.2016 23:00","n/e","397","n/e","996"
"28.11.2016 23:00 - 29.11.2016 00:00","n/e","533","n/e","1068"
"29.11.2016 00:00 - 29.11.2016 01:00","n/e","325","n/e","2140"
"29.11.2016 01:00 - 29.11.2016 02:00","n/e","200","n/e","2220"
"29.11.2016 02:00 - 29.11.2016 03:00","n/e","161","n/e","2412"
"29.11.2016 03:00 - 29.11.2016 04:00","n/e","199","n/e","2826"
"29.11.2016 04:00 - 29.11.2016 05:00","n/e","180","n/e","2835"
"29.11.2016 05:00 - 29.11.2016 06:00","n/e","206","n/e","2865"
"29.11.2016 06:00 - 29.11.2016 07:00","n/e","720","n/e","2231"
"29.11.2016 07:00 - 29.11.2016 08:00","n/e","320","n/e","732"
"29.11.2016 08:00 - 29.11.2016 09:00","n/e","635","n/e","975"
"29.11.2016 09:00 - 29.11.2016 10:00","n/e","727","n/e","817"
"29.11.2016 10:00 - 29.11.2016 11:00","n/e","743","n/e","1016"
"29.11.2016 11:00 - 29.11.2016 12:00","n/e","902","n/e","747"
"29.11.2016 12:00 - 29.11.2016 13:00","n/e","695","n/e","748"
"29.11.2016 13:00 - 29.11.2016 14:00","n/e","731","n/e","737"
"29.11.2016 14:00 - 29.11.2016 15:00","n/e","908","n/e","748"
"29.11.2016 15:00 - 29.11.2016 16:00","n/e","957","n/e","891"
"29.11.2016 16:00 - 29.11.2016 17:00","n/e","1007","n/e","636"
"29.11.2016 17:00 - 29.11.2016 18:00","n/e","1128","n/e","80"
"29.11.2016 18:00 - 29.11.2016 19:00","n/e","1100","n/e","0"
"29.11.2016 19:00 - 29.11.2016 20:00","n/e","1100","n/e","0"
"29.11.2016 20:00 - 29.11.2016 21:00","n/e","1155","n/e","322"
"29.11.2016 21:00 - 29.11.2016 22:00","n/e","689","n/e","525"
"29.11.2016 22:00 - 29.11.2016 23:00","n/e","738","n/e","666"
"29.11.2016 23:00 - 30.11.2016 00:00","n/e","847","n/e","537"
"30.11.2016 00:00 - 30.11.2016 01:00","n/e","1532","n/e","1288"
"30.11.2016 01:00 - 30.11.2016 02:00","n/e","478","n/e","1477"
"30.11.2016 02:00 - 30.11.2016 03:00","n/e","1040","n/e","2242"
"30.11.2016 03:00 - 30.11.2016 04:00","n/e","821","n/e","2258"
"30.11.2016 04:00 - 30.11.2016 05:00","n/e","513","n/e","2234"
"30.11.2016 05:00 - 30.11.2016 06:00","n/e","1339","n/e","2543"
"30.11.2016 06:00 - 30.11.2016 07:00","n/e","1576","n/e","1006"
"30.11.2016 07:00 - 30.11.2016 08:00","n/e","1234","n/e","134"
"30.11.2016 08:00 - 30.11.2016 09:00","n/e","1100","n/e","0"
"30.11.2016 09:00 - 30.11.2016 10:00","n/e","1100","n/e","0"
"30.11.2016 10:00 - 30.11.2016 11:00","n/e","1100","n/e","0"
"30.11.2016 11:00 - 30.11.2016 12:00","n/e","1100","n/e","0"
"30.11.2016 12:00 - 30.11.2016 13:00","n/e","1155","n/e","55"
"30.11.2016 13:00 - 30.11.2016 14:00","n/e","1542","n/e","612"
"30.11.2016 14:00 - 30.11.2016 15:00","n/e","1112","n/e","729"
"30.11.2016 15:00 - 30.11.2016 16:00","n/e","1712","n/e","1134"
"30.11.2016 16:00 - 30.11.2016 17:00","n/e","1261","n/e","292"
"30.11.2016 17:00 - 30.11.2016 18:00","n/e","1100","n/e","0"
"30.11.2016 18:00 - 30.11.2016 19:00","n/e","1100","n/e","0"
"30.11.2016 19:00 - 30.11.2016 20:00","n/e","1100","n/e","0"
"30.11.2016 20:00 - 30.11.2016 21:00","n/e","1587","n/e","506"
"30.11.2016 21:00 - 30.11.2016 22:00","n/e","1555","n/e","1537"
"30.11.2016 22:00 - 30.11.2016 23:00","n/e","933","n/e","1003"
"30.11.2016 23:00 - 01.12.2016 00:00","n/e","1135","n/e","754"
"01.12.2016 00:00 - 01.12.2016 01:00","n/e","586","n/e","1413"
"01.12.2016 01:00 - 01.12.2016 02:00","n/e","262","n/e","1707"
"01.12.2016 02:00 - 01.12.2016 03:00","n/e","74","n/e","2238"
"01.12.2016 03:00 - 01.12.2016 04:00","n/e","39","n/e","2515"
"01.12.2016 04:00 - 01.12.2016 05:00","n/e","34","n/e","2413"
"01.12.2016 05:00 - 01.12.2016 06:00","n/e","57","n/e","2389"
"01.12.2016 06:00 - 01.12.2016 07:00","n/e","499","n/e","649"
"01.12.2016 07:00 - 01.12.2016 08:00","n/e","1100","n/e","0"
"01.12.2016 08:00 - 01.12.2016 09:00","n/e","1100","n/e","0"
"01.12.2016 09:00 - 01.12.2016 10:00","n/e","1150","n/e","50"
"01.12.2016 10:00 - 01.12.2016 11:00","n/e","1160","n/e","60"
"01.12.2016 11:00 - 01.12.2016 12:00","n/e","1100","n/e","10"
"01.12.2016 12:00 - 01.12.2016 13:00","n/e","1210","n/e","624"
"01.12.2016 13:00 - 01.12.2016 14:00","n/e","840","n/e","823"
"01.12.2016 14:00 - 01.12.2016 15:00","n/e","786","n/e","770"
"01.12.2016 15:00 - 01.12.2016 16:00","n/e","697","n/e","600"
"01.12.2016 16:00 - 01.12.2016 17:00","n/e","820","n/e","668"
"01.12.2016 17:00 - 01.12.2016 18:00","n/e","1140","n/e","300"
"01.12.2016 18:00 - 01.12.2016 19:00","n/e","1100","n/e","0"
"01.12.2016 19:00 - 01.12.2016 20:00","n/e","1110","n/e","10"
"01.12.2016 20:00 - 01.12.2016 21:00","n/e","1110","n/e","17"
"01.12.2016 21:00 - 01.12.2016 22:00","n/e","330","n/e","1193"
"01.12.2016 22:00 - 01.12.2016 23:00","n/e","344","n/e","563"
"01.12.2016 23:00 - 02.12.2016 00:00","n/e","463","n/e","545"
"02.12.2016 00:00 - 02.12.2016 01:00","n/e","143","n/e","822"
"02.12.2016 01:00 - 02.12.2016 02:00","n/e","200","n/e","1113"
"02.12.2016 02:00 - 02.12.2016 03:00","n/e","287","n/e","1777"
"02.12.2016 03:00 - 02.12.2016 04:00","n/e","170","n/e","1959"
"02.12.2016 04:00 - 02.12.2016 05:00","n/e","161","n/e","1951"
"02.12.2016 05:00 - 02.12.2016 06:00","n/e","392","n/e","2276"
"02.12.2016 06:00 - 02.12.2016 07:00","n/e","321","n/e","1778"
"02.12.2016 07:00 - 02.12.2016 08:00","n/e","903","n/e","1211"
"02.12.2016 08:00 - 02.12.2016 09:00","n/e","1345","n/e","791"
"02.12.2016 09:00 - 02.12.2016 10:00","n/e","1497","n/e","1231"
"02.12.2016 10:00 - 02.12.2016 11:00","n/e","1401","n/e","1126"
"02.12.2016 11:00 - 02.12.2016 12:00","n/e","612","n/e","1279"
"02.12.2016 12:00 - 02.12.2016 13:00","n/e","468","n/e","1066"
"02.12.2016 13:00 - 02.12.2016 14:00","n/e","558","n/e","1032"
"02.12.2016 14:00 - 02.12.2016 15:00","n/e","624","n/e","1518"
"02.12.2016 15:00 - 02.12.2016 16:00","n/e","885","n/e","1733"
"02.12.2016 16:00 - 02.12.2016 17:00","n/e","1495","n/e","526"
"02.12.2016 17:00 - 02.12.2016 18:00","n/e","1188","n/e","88"
"02.12.2016 18:00 - 02.12.2016 19:00","n/e","1100","n/e","0"
"02.12.2016 19:00 - 02.12.2016 20:00","n/e","1100","n/e","0"
"02.12.2016 20:00 - 02.12.2016 21:00","n/e","1027","n/e","713"
"02.12.2016 21:00 - 02.12.2016 22:00","n/e","746","n/e","968"
"02.12.2016 22:00 - 02.12.2016 23:00","n/e","1076","n/e","997"
"02.12.2016 23:00 - 03.12.2016 00:00","n/e","626","n/e","807"
"03.12.2016 00:00 - 03.12.2016 01:00","n/e","1014","n/e","2116"
"03.12.2016 01:00 - 03.12.2016 02:00","n/e","422","n/e","2030"
"03.12.2016 02:00 - 03.12.2016 03:00","n/e","266","n/e","2076"
"03.12.2016 03:00 - 03.12.2016 04:00","n/e","343","n/e","2770"
"03.12.2016 04:00 - 03.12.2016 05:00","n/e","407","n/e","2569"
"03.12.2016 05:00 - 03.12.2016 06:00","n/e","391","n/e","2470"
"03.12.2016 06:00 - 03.12.2016 07:00","n/e","519","n/e","2256"
"03.12.2016 07:00 - 03.12.2016 08:00","n/e","572","n/e","1773"
"03.12.2016 08:00 - 03.12.2016 09:00","n/e","483","n/e","1959"
"03.12.2016 09:00 - 03.12.2016 10:00","n/e","920","n/e","2399"
"03.12.2016 10:00 - 03.12.2016 11:00","n/e","970","n/e","2065"
"03.12.2016 11:00 - 03.12.2016 12:00","n/e","619","n/e","1721"
"03.12.2016 12:00 - 03.12.2016 13:00","n/e","618","n/e","1935"
"03.12.2016 13:00 - 03.12.2016 14:00","n/e","274","n/e","2156"
"03.12.2016 14:00 - 03.12.2016 15:00","n/e","106","n/e","2663"
"03.12.2016 15:00 - 03.12.2016 16:00","n/e","104","n/e","2692"
"03.12.2016 16:00 - 03.12.2016 17:00","n/e","184","n/e","2518"
"03.12.2016 17:00 - 03.12.2016 18:00","n/e","1006","n/e","1898"
"03.12.2016 18:00 - 03.12.2016 19:00","n/e","1123","n/e","1669"
"03.12.2016 19:00 - 03.12.2016 20:00","n/e","1180","n/e","1683"
"03.12.2016 20:00 - 03.12.2016 21:00","n/e","711","n/e","1736"
"03.12.2016 21:00 - 03.12.2016 22:00","n/e","490","n/e","1721"
"03.12.2016 22:00 - 03.12.2016 23:00","n/e","341","n/e","1909"
"03.12.2016 23:00 - 04.12.2016 00:00","n/e","440","n/e","1973"
"04.12.2016 00:00 - 04.12.2016 01:00","n/e","196","n/e","2362"
"04.12.2016 01:00 - 04.12.2016 02:00","n/e","211","n/e","2471"
"04.12.2016 02:00 - 04.12.2016 03:00","n/e","169","n/e","2657"
"04.12.2016 03:00 - 04.12.2016 04:00","n/e","183","n/e","2904"
"04.12.2016 04:00 - 04.12.2016 05:00","n/e","185","n/e","2937"
"04.12.2016 05:00 - 04.12.2016 06:00","n/e","224","n/e","2779"
"04.12.2016 06:00 - 04.12.2016 07:00","n/e","122","n/e","2801"
"04.12.2016 07:00 - 04.12.2016 08:00","n/e","565","n/e","2195"
"04.12.2016 08:00 - 04.12.2016 09:00","n/e","555","n/e","2903"
"04.12.2016 09:00 - 04.12.2016 10:00","n/e","463","n/e","2864"
"04.12.2016 10:00 - 04.12.2016 11:00","n/e","315","n/e","2432"
"04.12.2016 11:00 - 04.12.2016 12:00","n/e","314","n/e","1904"
"04.12.2016 12:00 - 04.12.2016 13:00","n/e","235","n/e","2020"
"04.12.2016 13:00 - 04.12.2016 14:00","n/e","633","n/e","2813"
"04.12.2016 14:00 - 04.12.2016 15:00","n/e","641","n/e","3210"
"04.12.2016 15:00 - 04.12.2016 16:00","n/e","625","n/e","3716"
"04.12.2016 16:00 - 04.12.2016 17:00","n/e","434","n/e","3441"
"04.12.2016 17:00 - 04.12.2016 18:00","n/e","709","n/e","3138"
"04.12.2016 18:00 - 04.12.2016 19:00","n/e","531","n/e","2566"
"04.12.2016 19:00 - 04.12.2016 20:00","n/e","607","n/e","2184"
"04.12.2016 20:00 - 04.12.2016 21:00","n/e","325","n/e","1945"
"04.12.2016 21:00 - 04.12.2016 22:00","n/e","238","n/e","2133"
"04.12.2016 22:00 - 04.12.2016 23:00","n/e","213","n/e","1725"
"04.12.2016 23:00 - 05.12.2016 00:00","n/e","261","n/e","1877"
"05.12.2016 00:00 - 05.12.2016 01:00","n/e","405","n/e","2610"
"05.12.2016 01:00 - 05.12.2016 02:00","n/e","580","n/e","2973"
"05.12.2016 02:00 - 05.12.2016 03:00","n/e","859","n/e","3060"
"05.12.2016 03:00 - 05.12.2016 04:00","n/e","875","n/e","3283"
"05.12.2016 04:00 - 05.12.2016 05:00","n/e","770","n/e","3211"
"05.12.2016 05:00 - 05.12.2016 06:00","n/e","780","n/e","3329"
"05.12.2016 06:00 - 05.12.2016 07:00","n/e","493","n/e","3003"
"05.12.2016 07:00 - 05.12.2016 08:00","n/e","953","n/e","392"
"05.12.2016 08:00 - 05.12.2016 09:00","n/e","1009","n/e","136"
"05.12.2016 09:00 - 05.12.2016 10:00","n/e","1038","n/e","226"
"05.12.2016 10:00 - 05.12.2016 11:00","n/e","1211","n/e","151"
"05.12.2016 11:00 - 05.12.2016 12:00","n/e","1418","n/e","346"
"05.12.2016 12:00 - 05.12.2016 13:00","n/e","1168","n/e","581"
"05.12.2016 13:00 - 05.12.2016 14:00","n/e","1605","n/e","961"
"05.12.2016 14:00 - 05.12.2016 15:00","n/e","1691","n/e","1096"
"05.12.2016 15:00 - 05.12.2016 16:00","n/e","1502","n/e","947"
"05.12.2016 16:00 - 05.12.2016 17:00","n/e","1275","n/e","1063"
"05.12.2016 17:00 - 05.12.2016 18:00","n/e","1503","n/e","403"
"05.12.2016 18:00 - 05.12.2016 19:00","n/e","1444","n/e","344"
"05.12.2016 19:00 - 05.12.2016 20:00","n/e","1659","n/e","559"
"05.12.2016 20:00 - 05.12.2016 21:00","n/e","1152","n/e","250"
"05.12.2016 21:00 - 05.12.2016 22:00","n/e","1103","n/e","499"
"05.12.2016 22:00 - 05.12.2016 23:00","n/e","879","n/e","597"
"05.12.2016 23:00 - 06.12.2016 00:00","n/e","1559","n/e","1804"
"06.12.2016 00:00 - 06.12.2016 01:00","n/e","244","n/e","2050"
"06.12.2016 01:00 - 06.12.2016 02:00","n/e","111","n/e","2620"
"06.12.2016 02:00 - 06.12.2016 03:00","n/e","255","n/e","2570"
"06.12.2016 03:00 - 06.12.2016 04:00","n/e","390","n/e","2923"
"06.12.2016 04:00 - 06.12.2016 05:00","n/e","231","n/e","2901"
"06.12.2016 05:00 - 06.12.2016 06:00","n/e","304","n/e","2934"
"06.12.2016 06:00 - 06.12.2016 07:00","n/e","420","n/e","2118"
"06.12.2016 07:00 - 06.12.2016 08:00","n/e","1004","n/e","100"
"06.12.2016 08:00 - 06.12.2016 09:00","n/e","1316","n/e","216"
"06.12.2016 09:00 - 06.12.2016 10:00","n/e","1354","n/e","789"
"06.12.2016 10:00 - 06.12.2016 11:00","n/e","1250","n/e","520"
"06.12.2016 11:00 - 06.12.2016 12:00","n/e","1220","n/e","389"
"06.12.2016 12:00 - 06.12.2016 13:00","n/e","456","n/e","623"
"06.12.2016 13:00 - 06.12.2016 14:00","n/e","376","n/e","445"
"06.12.2016 14:00 - 06.12.2016 15:00","n/e","613","n/e","485"
"06.12.2016 15:00 - 06.12.2016 16:00","n/e","820","n/e","861"
"06.12.2016 16:00 - 06.12.2016 17:00","n/e","1384","n/e","334"
"06.12.2016 17:00 - 06.12.2016 18:00","n/e","1495","n/e","395"
"06.12.2016 18:00 - 06.12.2016 19:00","n/e","1222","n/e","122"
"06.12.2016 19:00 - 06.12.2016 20:00","n/e","1461","n/e","488"
"06.12.2016 20:00 - 06.12.2016 21:00","n/e","510","n/e","290"
"06.12.2016 21:00 - 06.12.2016 22:00","n/e","711","n/e","443"
"06.12.2016 22:00 - 06.12.2016 23:00","n/e","457","n/e","398"
"06.12.2016 23:00 - 07.12.2016 00:00","n/e","295","n/e","751"
"07.12.2016 00:00 - 07.12.2016 01:00","n/e","515","n/e","2223"
"07.12.2016 01:00 - 07.12.2016 02:00","n/e","877","n/e","3022"
"07.12.2016 02:00 - 07.12.2016 03:00","n/e","729","n/e","2914"
"07.12.2016 03:00 - 07.12.2016 04:00","n/e","669","n/e","2960"
"07.12.2016 04:00 - 07.12.2016 05:00","n/e","616","n/e","2981"
"07.12.2016 05:00 - 07.12.2016 06:00","n/e","791","n/e","3007"
"07.12.2016 06:00 - 07.12.2016 07:00","n/e","576","n/e","2364"
"07.12.2016 07:00 - 07.12.2016 08:00","n/e","1067","n/e","720"
"07.12.2016 08:00 - 07.12.2016 09:00","n/e","1108","n/e","254"
"07.12.2016 09:00 - 07.12.2016 10:00","n/e","1108","n/e","321"
"07.12.2016 10:00 - 07.12.2016 11:00","n/e","704","n/e","485"
"07.12.2016 11:00 - 07.12.2016 12:00","n/e","1378","n/e","989"
"07.12.2016 12:00 - 07.12.2016 13:00","n/e","2077","n/e","1472"
"07.12.2016 13:00 - 07.12.2016 14:00","n/e","2002","n/e","1660"
"07.12.2016 14:00 - 07.12.2016 15:00","n/e","2018","n/e","2487"
"07.12.2016 15:00 - 07.12.2016 16:00","n/e","1366","n/e","2178"
"07.12.2016 16:00 - 07.12.2016 17:00","n/e","1019","n/e","1866"
"07.12.2016 17:00 - 07.12.2016 18:00","n/e","1275","n/e","1149"
"07.12.2016 18:00 - 07.12.2016 19:00","n/e","1469","n/e","905"
"07.12.2016 19:00 - 07.12.2016 20:00","n/e","1361","n/e","372"
"07.12.2016 20:00 - 07.12.2016 21:00","n/e","1869","n/e","1698"
"07.12.2016 21:00 - 07.12.2016 22:00","n/e","585","n/e","2365"
"07.12.2016 22:00 - 07.12.2016 23:00","n/e","873","n/e","2217"
"07.12.2016 23:00 - 08.12.2016 00:00","n/e","963","n/e","2045"
"08.12.2016 00:00 - 08.12.2016 01:00","n/e","308","n/e","1935"
"08.12.2016 01:00 - 08.12.2016 02:00","n/e","421","n/e","2134"
"08.12.2016 02:00 - 08.12.2016 03:00","n/e","428","n/e","2231"
"08.12.2016 03:00 - 08.12.2016 04:00","n/e","509","n/e","2247"
"08.12.2016 04:00 - 08.12.2016 05:00","n/e","647","n/e","2070"
"08.12.2016 05:00 - 08.12.2016 06:00","n/e","775","n/e","1982"
"08.12.2016 06:00 - 08.12.2016 07:00","n/e","242","n/e","879"
"08.12.2016 07:00 - 08.12.2016 08:00","n/e","537","n/e","537"
"08.12.2016 08:00 - 08.12.2016 09:00","n/e","1189","n/e","364"
"08.12.2016 09:00 - 08.12.2016 10:00","n/e","1175","n/e","415"
"08.12.2016 10:00 - 08.12.2016 11:00","n/e","1084","n/e","232"
"08.12.2016 11:00 - 08.12.2016 12:00","n/e","1225","n/e","622"
"08.12.2016 12:00 - 08.12.2016 13:00","n/e","1304","n/e","1207"
"08.12.2016 13:00 - 08.12.2016 14:00","n/e","775","n/e","942"
"08.12.2016 14:00 - 08.12.2016 15:00","n/e","756","n/e","1275"
"08.12.2016 15:00 - 08.12.2016 16:00","n/e","625","n/e","1493"
"08.12.2016 16:00 - 08.12.2016 17:00","n/e","412","n/e","1528"
"08.12.2016 17:00 - 08.12.2016 18:00","n/e","842","n/e","246"
"08.12.2016 18:00 - 08.12.2016 19:00","n/e","1120","n/e","20"
"08.12.2016 19:00 - 08.12.2016 20:00","n/e","1437","n/e","337"
"08.12.2016 20:00 - 08.12.2016 21:00","n/e","1014","n/e","321"
"08.12.2016 21:00 - 08.12.2016 22:00","n/e","435","n/e","581"
"08.12.2016 22:00 - 08.12.2016 23:00","n/e","492","n/e","641"
"08.12.2016 23:00 - 09.12.2016 00:00","n/e","406","n/e","1184"
"09.12.2016 00:00 - 09.12.2016 01:00","n/e","253","n/e","2410"
"09.12.2016 01:00 - 09.12.2016 02:00","n/e","326","n/e","2399"
"09.12.2016 02:00 - 09.12.2016 03:00","n/e","118","n/e","2539"
"09.12.2016 03:00 - 09.12.2016 04:00","n/e","189","n/e","2861"
"09.12.2016 04:00 - 09.12.2016 05:00","n/e","112","n/e","2843"
"09.12.2016 05:00 - 09.12.2016 06:00","n/e","119","n/e","2656"
"09.12.2016 06:00 - 09.12.2016 07:00","n/e","149","n/e","2269"
"09.12.2016 07:00 - 09.12.2016 08:00","n/e","1149","n/e","1621"
"09.12.2016 08:00 - 09.12.2016 09:00","n/e","1061","n/e","910"
"09.12.2016 09:00 - 09.12.2016 10:00","n/e","1025","n/e","789"
"09.12.2016 10:00 - 09.12.2016 11:00","n/e","867","n/e","752"
"09.12.2016 11:00 - 09.12.2016 12:00","n/e","1238","n/e","1144"
"09.12.2016 12:00 - 09.12.2016 13:00","n/e","1845","n/e","1402"
"09.12.2016 13:00 - 09.12.2016 14:00","n/e","1334","n/e","1584"
"09.12.2016 14:00 - 09.12.2016 15:00","n/e","952","n/e","1944"
"09.12.2016 15:00 - 09.12.2016 16:00","n/e","1212","n/e","2173"
"09.12.2016 16:00 - 09.12.2016 17:00","n/e","1112","n/e","2210"
"09.12.2016 17:00 - 09.12.2016 18:00","n/e","1950","n/e","1365"
"09.12.2016 18:00 - 09.12.2016 19:00","n/e","1384","n/e","758"
"09.12.2016 19:00 - 09.12.2016 20:00","n/e","1930","n/e","830"
"09.12.2016 20:00 - 09.12.2016 21:00","n/e","1029","n/e","1123"
"09.12.2016 21:00 - 09.12.2016 22:00","n/e","499","n/e","1788"
"09.12.2016 22:00 - 09.12.2016 23:00","n/e","794","n/e","1813"
"09.12.2016 23:00 - 10.12.2016 00:00","n/e","427","n/e","1427"
"10.12.2016 00:00 - 10.12.2016 01:00","n/e","480","n/e","1301"
"10.12.2016 01:00 - 10.12.2016 02:00","n/e","372","n/e","1951"
"10.12.2016 02:00 - 10.12.2016 03:00","n/e","227","n/e","2364"
"10.12.2016 03:00 - 10.12.2016 04:00","n/e","294","n/e","2627"
"10.12.2016 04:00 - 10.12.2016 05:00","n/e","218","n/e","2655"
"10.12.2016 05:00 - 10.12.2016 06:00","n/e","182","n/e","2504"
"10.12.2016 06:00 - 10.12.2016 07:00","n/e","364","n/e","1883"
"10.12.2016 07:00 - 10.12.2016 08:00","n/e","298","n/e","1431"
"10.12.2016 08:00 - 10.12.2016 09:00","n/e","499","n/e","1734"
"10.12.2016 09:00 - 10.12.2016 10:00","n/e","757","n/e","1453"
"10.12.2016 10:00 - 10.12.2016 11:00","n/e","843","n/e","1645"
"10.12.2016 11:00 - 10.12.2016 12:00","n/e","331","n/e","1283"
"10.12.2016 12:00 - 10.12.2016 13:00","n/e","740","n/e","1358"
"10.12.2016 13:00 - 10.12.2016 14:00","n/e","526","n/e","1478"
"10.12.2016 14:00 - 10.12.2016 15:00","n/e","486","n/e","2126"
"10.12.2016 15:00 - 10.12.2016 16:00","n/e","391","n/e","2195"
"10.12.2016 16:00 - 10.12.2016 17:00","n/e","385","n/e","2207"
"10.12.2016 17:00 - 10.12.2016 18:00","n/e","630","n/e","1987"
"10.12.2016 18:00 - 10.12.2016 19:00","n/e","695","n/e","1518"
"10.12.2016 19:00 - 10.12.2016 20:00","n/e","883","n/e","1592"
"10.12.2016 20:00 - 10.12.2016 21:00","n/e","531","n/e","1387"
"10.12.2016 21:00 - 10.12.2016 22:00","n/e","377","n/e","1714"
"10.12.2016 22:00 - 10.12.2016 23:00","n/e","498","n/e","1600"
"10.12.2016 23:00 - 11.12.2016 00:00","n/e","608","n/e","1681"
"11.12.2016 00:00 - 11.12.2016 01:00","n/e","128","n/e","2159"
"11.12.2016 01:00 - 11.12.2016 02:00","n/e","20","n/e","2560"
"11.12.2016 02:00 - 11.12.2016 03:00","n/e","186","n/e","2446"
"11.12.2016 03:00 - 11.12.2016 04:00","n/e","164","n/e","3253"
"11.12.2016 04:00 - 11.12.2016 05:00","n/e","204","n/e","3236"
"11.12.2016 05:00 - 11.12.2016 06:00","n/e","150","n/e","3135"
"11.12.2016 06:00 - 11.12.2016 07:00","n/e","100","n/e","3030"
"11.12.2016 07:00 - 11.12.2016 08:00","n/e","417","n/e","2856"
"11.12.2016 08:00 - 11.12.2016 09:00","n/e","533","n/e","2932"
"11.12.2016 09:00 - 11.12.2016 10:00","n/e","233","n/e","2936"
"11.12.2016 10:00 - 11.12.2016 11:00","n/e","461","n/e","2655"
"11.12.2016 11:00 - 11.12.2016 12:00","n/e","609","n/e","2366"
"11.12.2016 12:00 - 11.12.2016 13:00","n/e","822","n/e","2298"
"11.12.2016 13:00 - 11.12.2016 14:00","n/e","1232","n/e","2758"
"11.12.2016 14:00 - 11.12.2016 15:00","n/e","1076","n/e","2907"
"11.12.2016 15:00 - 11.12.2016 16:00","n/e","732","n/e","3118"
"11.12.2016 16:00 - 11.12.2016 17:00","n/e","709","n/e","3036"
"11.12.2016 17:00 - 11.12.2016 18:00","n/e","911","n/e","1925"
"11.12.2016 18:00 - 11.12.2016 19:00","n/e","1379","n/e","1604"
"11.12.2016 19:00 - 11.12.2016 20:00","n/e","1755","n/e","1482"
"11.12.2016 20:00 - 11.12.2016 21:00","n/e","1330","n/e","1545"
"11.12.2016 21:00 - 11.12.2016 22:00","n/e","1529","n/e","1803"
"11.12.2016 22:00 - 11.12.2016 23:00","n/e","1859","n/e","1692"
"11.12.2016 23:00 - 12.12.2016 00:00","n/e","1688","n/e","1663"
"12.12.2016 00:00 - 12.12.2016 01:00","n/e","229","n/e","1479"
"12.12.2016 01:00 - 12.12.2016 02:00","n/e","353","n/e","1781"
"12.12.2016 02:00 - 12.12.2016 03:00","n/e","412","n/e","1993"
"12.12.2016 03:00 - 12.12.2016 04:00","n/e","200","n/e","1930"
"12.12.2016 04:00 - 12.12.2016 05:00","n/e","440","n/e","2233"
"12.12.2016 05:00 - 12.12.2016 06:00","n/e","370","n/e","1774"
"12.12.2016 06:00 - 12.12.2016 07:00","n/e","641","n/e","1466"
"12.12.2016 07:00 - 12.12.2016 08:00","n/e","949","n/e","560"
"12.12.2016 08:00 - 12.12.2016 09:00","n/e","1249","n/e","207"
"12.12.2016 09:00 - 12.12.2016 10:00","n/e","1309","n/e","289"
"12.12.2016 10:00 - 12.12.2016 11:00","n/e","1192","n/e","214"
"12.12.2016 11:00 - 12.12.2016 12:00","n/e","1134","n/e","310"
"12.12.2016 12:00 - 12.12.2016 13:00","n/e","1193","n/e","93"
"12.12.2016 13:00 - 12.12.2016 14:00","n/e","1229","n/e","160"
"12.12.2016 14:00 - 12.12.2016 15:00","n/e","1243","n/e","143"
"12.12.2016 15:00 - 12.12.2016 16:00","n/e","1194","n/e","106"
"12.12.2016 16:00 - 12.12.2016 17:00","n/e","1225","n/e","140"
"12.12.2016 17:00 - 12.12.2016 18:00","n/e","1199","n/e","99"
"12.12.2016 18:00 - 12.12.2016 19:00","n/e","1100","n/e","0"
"12.12.2016 19:00 - 12.12.2016 20:00","n/e","1100","n/e","0"
"12.12.2016 20:00 - 12.12.2016 21:00","n/e","1600","n/e","500"
"12.12.2016 21:00 - 12.12.2016 22:00","n/e","1697","n/e","597"
"12.12.2016 22:00 - 12.12.2016 23:00","n/e","1523","n/e","600"
"12.12.2016 23:00 - 13.12.2016 00:00","n/e","684","n/e","831"
"13.12.2016 00:00 - 13.12.2016 01:00","n/e","543","n/e","1554"
"13.12.2016 01:00 - 13.12.2016 02:00","n/e","180","n/e","1310"
"13.12.2016 02:00 - 13.12.2016 03:00","n/e","165","n/e","1770"
"13.12.2016 03:00 - 13.12.2016 04:00","n/e","184","n/e","2282"
"13.12.2016 04:00 - 13.12.2016 05:00","n/e","417","n/e","2434"
"13.12.2016 05:00 - 13.12.2016 06:00","n/e","493","n/e","1670"
"13.12.2016 06:00 - 13.12.2016 07:00","n/e","1129","n/e","1018"
