"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"13.11.2016 15:00 - 13.11.2016 16:00","n/e","308","n/e","1245"
"13.11.2016 16:00 - 13.11.2016 17:00","n/e","233","n/e","1720"
"13.11.2016 17:00 - 13.11.2016 18:00","n/e","767","n/e","1258"
"13.11.2016 18:00 - 13.11.2016 19:00","n/e","922","n/e","640"
"13.11.2016 19:00 - 13.11.2016 20:00","n/e","871","n/e","643"
"13.11.2016 20:00 - 13.11.2016 21:00","n/e","675","n/e","918"
"13.11.2016 21:00 - 13.11.2016 22:00","n/e","529","n/e","990"
"13.11.2016 22:00 - 13.11.2016 23:00","n/e","477","n/e","1023"
"13.11.2016 23:00 - 14.11.2016 00:00","n/e","761","n/e","946"
"14.11.2016 00:00 - 14.11.2016 01:00","n/e","291","n/e","901"
"14.11.2016 01:00 - 14.11.2016 02:00","n/e","325","n/e","1181"
"14.11.2016 02:00 - 14.11.2016 03:00","n/e","339","n/e","1127"
"14.11.2016 03:00 - 14.11.2016 04:00","n/e","388","n/e","1148"
"14.11.2016 04:00 - 14.11.2016 05:00","n/e","369","n/e","1245"
"14.11.2016 05:00 - 14.11.2016 06:00","n/e","398","n/e","989"
"14.11.2016 06:00 - 14.11.2016 07:00","n/e","473","n/e","816"
"14.11.2016 07:00 - 14.11.2016 08:00","n/e","1035","n/e","224"
"14.11.2016 08:00 - 14.11.2016 09:00","n/e","1128","n/e","291"
"14.11.2016 09:00 - 14.11.2016 10:00","n/e","1150","n/e","176"
"14.11.2016 10:00 - 14.11.2016 11:00","n/e","1126","n/e","96"
"14.11.2016 11:00 - 14.11.2016 12:00","n/e","1102","n/e","131"
"14.11.2016 12:00 - 14.11.2016 13:00","n/e","1170","n/e","711"
"14.11.2016 13:00 - 14.11.2016 14:00","n/e","1120","n/e","689"
"14.11.2016 14:00 - 14.11.2016 15:00","n/e","1190","n/e","803"
"14.11.2016 15:00 - 14.11.2016 16:00","n/e","1117","n/e","848"
"14.11.2016 16:00 - 14.11.2016 17:00","n/e","1150","n/e","1070"
"14.11.2016 17:00 - 14.11.2016 18:00","n/e","1100","n/e","564"
"14.11.2016 18:00 - 14.11.2016 19:00","n/e","1100","n/e","0"
"14.11.2016 19:00 - 14.11.2016 20:00","n/e","1100","n/e","268"
"14.11.2016 20:00 - 14.11.2016 21:00","n/e","1130","n/e","867"
"14.11.2016 21:00 - 14.11.2016 22:00","n/e","1336","n/e","1771"
"14.11.2016 22:00 - 14.11.2016 23:00","n/e","956","n/e","1418"
"14.11.2016 23:00 - 15.11.2016 00:00","n/e","932","n/e","1147"
"15.11.2016 00:00 - 15.11.2016 01:00","n/e","315","n/e","1565"
"15.11.2016 01:00 - 15.11.2016 02:00","n/e","315","n/e","1775"
"15.11.2016 02:00 - 15.11.2016 03:00","n/e","370","n/e","2362"
"15.11.2016 03:00 - 15.11.2016 04:00","n/e","84","n/e","2483"
"15.11.2016 04:00 - 15.11.2016 05:00","n/e","82","n/e","2382"
"15.11.2016 05:00 - 15.11.2016 06:00","n/e","24","n/e","1855"
"15.11.2016 06:00 - 15.11.2016 07:00","n/e","161","n/e","1035"
"15.11.2016 07:00 - 15.11.2016 08:00","n/e","960","n/e","355"
"15.11.2016 08:00 - 15.11.2016 09:00","n/e","1110","n/e","569"
"15.11.2016 09:00 - 15.11.2016 10:00","n/e","1183","n/e","538"
"15.11.2016 10:00 - 15.11.2016 11:00","n/e","1142","n/e","589"
"15.11.2016 11:00 - 15.11.2016 12:00","n/e","1148","n/e","661"
"15.11.2016 12:00 - 15.11.2016 13:00","n/e","575","n/e","753"
"15.11.2016 13:00 - 15.11.2016 14:00","n/e","607","n/e","981"
"15.11.2016 14:00 - 15.11.2016 15:00","n/e","1239","n/e","1280"
"15.11.2016 15:00 - 15.11.2016 16:00","n/e","1363","n/e","1016"
"15.11.2016 16:00 - 15.11.2016 17:00","n/e","617","n/e","577"
"15.11.2016 17:00 - 15.11.2016 18:00","n/e","1327","n/e","367"
"15.11.2016 18:00 - 15.11.2016 19:00","n/e","1100","n/e","0"
"15.11.2016 19:00 - 15.11.2016 20:00","n/e","1392","n/e","292"
"15.11.2016 20:00 - 15.11.2016 21:00","n/e","657","n/e","438"
"15.11.2016 21:00 - 15.11.2016 22:00","n/e","50","n/e","1545"
"15.11.2016 22:00 - 15.11.2016 23:00","n/e","51","n/e","1341"
"15.11.2016 23:00 - 16.11.2016 00:00","n/e","61","n/e","1288"
"16.11.2016 00:00 - 16.11.2016 01:00","n/e","10","n/e","2099"
"16.11.2016 01:00 - 16.11.2016 02:00","n/e","168","n/e","2606"
"16.11.2016 02:00 - 16.11.2016 03:00","n/e","225","n/e","2719"
"16.11.2016 03:00 - 16.11.2016 04:00","n/e","211","n/e","2933"
"16.11.2016 04:00 - 16.11.2016 05:00","n/e","138","n/e","2952"
"16.11.2016 05:00 - 16.11.2016 06:00","n/e","105","n/e","3072"
"16.11.2016 06:00 - 16.11.2016 07:00","n/e","59","n/e","2697"
"16.11.2016 07:00 - 16.11.2016 08:00","n/e","50","n/e","1822"
"16.11.2016 08:00 - 16.11.2016 09:00","n/e","443","n/e","2091"
"16.11.2016 09:00 - 16.11.2016 10:00","n/e","443","n/e","2164"
"16.11.2016 10:00 - 16.11.2016 11:00","n/e","407","n/e","2114"
"16.11.2016 11:00 - 16.11.2016 12:00","n/e","406","n/e","2037"
"16.11.2016 12:00 - 16.11.2016 13:00","n/e","406","n/e","2124"
"16.11.2016 13:00 - 16.11.2016 14:00","n/e","406","n/e","2451"
"16.11.2016 14:00 - 16.11.2016 15:00","n/e","416","n/e","2755"
"16.11.2016 15:00 - 16.11.2016 16:00","n/e","450","n/e","3022"
"16.11.2016 16:00 - 16.11.2016 17:00","n/e","450","n/e","2441"
"16.11.2016 17:00 - 16.11.2016 18:00","n/e","440","n/e","600"
"16.11.2016 18:00 - 16.11.2016 19:00","n/e","443","n/e","842"
"16.11.2016 19:00 - 16.11.2016 20:00","n/e","443","n/e","864"
"16.11.2016 20:00 - 16.11.2016 21:00","n/e","76","n/e","1474"
"16.11.2016 21:00 - 16.11.2016 22:00","n/e","304","n/e","2079"
"16.11.2016 22:00 - 16.11.2016 23:00","n/e","452","n/e","2183"
"16.11.2016 23:00 - 17.11.2016 00:00","n/e","540","n/e","2133"
"17.11.2016 00:00 - 17.11.2016 01:00","n/e","377","n/e","2369"
"17.11.2016 01:00 - 17.11.2016 02:00","n/e","260","n/e","2400"
"17.11.2016 02:00 - 17.11.2016 03:00","n/e","566","n/e","3048"
"17.11.2016 03:00 - 17.11.2016 04:00","n/e","587","n/e","3186"
"17.11.2016 04:00 - 17.11.2016 05:00","n/e","437","n/e","2993"
"17.11.2016 05:00 - 17.11.2016 06:00","n/e","494","n/e","3232"
"17.11.2016 06:00 - 17.11.2016 07:00","n/e","394","n/e","2991"
"17.11.2016 07:00 - 17.11.2016 08:00","n/e","335","n/e","2946"
"17.11.2016 08:00 - 17.11.2016 09:00","n/e","249","n/e","3167"
"17.11.2016 09:00 - 17.11.2016 10:00","n/e","236","n/e","2729"
"17.11.2016 10:00 - 17.11.2016 11:00","n/e","352","n/e","2572"
"17.11.2016 11:00 - 17.11.2016 12:00","n/e","385","n/e","2128"
"17.11.2016 12:00 - 17.11.2016 13:00","n/e","502","n/e","2720"
"17.11.2016 13:00 - 17.11.2016 14:00","n/e","396","n/e","2774"
"17.11.2016 14:00 - 17.11.2016 15:00","n/e","209","n/e","3158"
"17.11.2016 15:00 - 17.11.2016 16:00","n/e","105","n/e","3265"
"17.11.2016 16:00 - 17.11.2016 17:00","n/e","108","n/e","3308"
"17.11.2016 17:00 - 17.11.2016 18:00","n/e","201","n/e","2897"
"17.11.2016 18:00 - 17.11.2016 19:00","n/e","761","n/e","2433"
"17.11.2016 19:00 - 17.11.2016 20:00","n/e","476","n/e","2889"
"17.11.2016 20:00 - 17.11.2016 21:00","n/e","401","n/e","2269"
"17.11.2016 21:00 - 17.11.2016 22:00","n/e","337","n/e","2915"
"17.11.2016 22:00 - 17.11.2016 23:00","n/e","656","n/e","2545"
"17.11.2016 23:00 - 18.11.2016 00:00","n/e","772","n/e","2681"
"18.11.2016 00:00 - 18.11.2016 01:00","n/e","150","n/e","3038"
"18.11.2016 01:00 - 18.11.2016 02:00","n/e","84","n/e","3223"
"18.11.2016 02:00 - 18.11.2016 03:00","n/e","0","n/e","3200"
"18.11.2016 03:00 - 18.11.2016 04:00","n/e","11","n/e","3211"
"18.11.2016 04:00 - 18.11.2016 05:00","n/e","19","n/e","3219"
"18.11.2016 05:00 - 18.11.2016 06:00","n/e","13","n/e","3213"
"18.11.2016 06:00 - 18.11.2016 07:00","n/e","197","n/e","3342"
"18.11.2016 07:00 - 18.11.2016 08:00","n/e","626","n/e","2824"
"18.11.2016 08:00 - 18.11.2016 09:00","n/e","400","n/e","2808"
"18.11.2016 09:00 - 18.11.2016 10:00","n/e","460","n/e","2920"
"18.11.2016 10:00 - 18.11.2016 11:00","n/e","527","n/e","3221"
"18.11.2016 11:00 - 18.11.2016 12:00","n/e","915","n/e","3220"
"18.11.2016 12:00 - 18.11.2016 13:00","n/e","906","n/e","3255"
"18.11.2016 13:00 - 18.11.2016 14:00","n/e","820","n/e","3284"
"18.11.2016 14:00 - 18.11.2016 15:00","n/e","636","n/e","3542"
"18.11.2016 15:00 - 18.11.2016 16:00","n/e","435","n/e","3616"
"18.11.2016 16:00 - 18.11.2016 17:00","n/e","338","n/e","3433"
"18.11.2016 17:00 - 18.11.2016 18:00","n/e","1196","n/e","3328"
"18.11.2016 18:00 - 18.11.2016 19:00","n/e","1506","n/e","2721"
"18.11.2016 19:00 - 18.11.2016 20:00","n/e","1372","n/e","2860"
"18.11.2016 20:00 - 18.11.2016 21:00","n/e","873","n/e","2759"
"18.11.2016 21:00 - 18.11.2016 22:00","n/e","348","n/e","2984"
"18.11.2016 22:00 - 18.11.2016 23:00","n/e","506","n/e","2600"
"18.11.2016 23:00 - 19.11.2016 00:00","n/e","428","n/e","2033"
"19.11.2016 00:00 - 19.11.2016 01:00","n/e","161","n/e","2798"
"19.11.2016 01:00 - 19.11.2016 02:00","n/e","190","n/e","3086"
"19.11.2016 02:00 - 19.11.2016 03:00","n/e","116","n/e","3258"
"19.11.2016 03:00 - 19.11.2016 04:00","n/e","127","n/e","3173"
"19.11.2016 04:00 - 19.11.2016 05:00","n/e","58","n/e","3258"
"19.11.2016 05:00 - 19.11.2016 06:00","n/e","118","n/e","3103"
"19.11.2016 06:00 - 19.11.2016 07:00","n/e","146","n/e","3001"
"19.11.2016 07:00 - 19.11.2016 08:00","n/e","196","n/e","2971"
"19.11.2016 08:00 - 19.11.2016 09:00","n/e","126","n/e","2984"
"19.11.2016 09:00 - 19.11.2016 10:00","n/e","348","n/e","3108"
"19.11.2016 10:00 - 19.11.2016 11:00","n/e","602","n/e","2894"
"19.11.2016 11:00 - 19.11.2016 12:00","n/e","464","n/e","3025"
"19.11.2016 12:00 - 19.11.2016 13:00","n/e","358","n/e","3031"
"19.11.2016 13:00 - 19.11.2016 14:00","n/e","204","n/e","3015"
"19.11.2016 14:00 - 19.11.2016 15:00","n/e","273","n/e","2972"
"19.11.2016 15:00 - 19.11.2016 16:00","n/e","350","n/e","3466"
"19.11.2016 16:00 - 19.11.2016 17:00","n/e","259","n/e","3363"
"19.11.2016 17:00 - 19.11.2016 18:00","n/e","455","n/e","2793"
"19.11.2016 18:00 - 19.11.2016 19:00","n/e","889","n/e","2814"
"19.11.2016 19:00 - 19.11.2016 20:00","n/e","603","n/e","2802"
"19.11.2016 20:00 - 19.11.2016 21:00","n/e","430","n/e","2920"
"19.11.2016 21:00 - 19.11.2016 22:00","n/e","397","n/e","2847"
"19.11.2016 22:00 - 19.11.2016 23:00","n/e","307","n/e","2697"
"19.11.2016 23:00 - 20.11.2016 00:00","n/e","239","n/e","2763"
"20.11.2016 00:00 - 20.11.2016 01:00","n/e","263","n/e","3220"
"20.11.2016 01:00 - 20.11.2016 02:00","n/e","294","n/e","3425"
"20.11.2016 02:00 - 20.11.2016 03:00","n/e","211","n/e","3323"
"20.11.2016 03:00 - 20.11.2016 04:00","n/e","155","n/e","3295"
"20.11.2016 04:00 - 20.11.2016 05:00","n/e","0","n/e","3200"
"20.11.2016 05:00 - 20.11.2016 06:00","n/e","0","n/e","3200"
"20.11.2016 06:00 - 20.11.2016 07:00","n/e","0","n/e","3200"
"20.11.2016 07:00 - 20.11.2016 08:00","n/e","1","n/e","3201"
"20.11.2016 08:00 - 20.11.2016 09:00","n/e","0","n/e","3200"
"20.11.2016 09:00 - 20.11.2016 10:00","n/e","0","n/e","3200"
"20.11.2016 10:00 - 20.11.2016 11:00","n/e","64","n/e","3264"
"20.11.2016 11:00 - 20.11.2016 12:00","n/e","25","n/e","3225"
"20.11.2016 12:00 - 20.11.2016 13:00","n/e","0","n/e","3200"
"20.11.2016 13:00 - 20.11.2016 14:00","n/e","0","n/e","3200"
"20.11.2016 14:00 - 20.11.2016 15:00","n/e","6","n/e","3206"
"20.11.2016 15:00 - 20.11.2016 16:00","n/e","1","n/e","3201"
"20.11.2016 16:00 - 20.11.2016 17:00","n/e","11","n/e","3200"
"20.11.2016 17:00 - 20.11.2016 18:00","n/e","0","n/e","3200"
"20.11.2016 18:00 - 20.11.2016 19:00","n/e","491","n/e","3217"
"20.11.2016 19:00 - 20.11.2016 20:00","n/e","351","n/e","3149"
"20.11.2016 20:00 - 20.11.2016 21:00","n/e","523","n/e","3055"
"20.11.2016 21:00 - 20.11.2016 22:00","n/e","295","n/e","3495"
"20.11.2016 22:00 - 20.11.2016 23:00","n/e","270","n/e","3402"
"20.11.2016 23:00 - 21.11.2016 00:00","n/e","463","n/e","3442"
"21.11.2016 00:00 - 21.11.2016 01:00","n/e","49","n/e","3200"
"21.11.2016 01:00 - 21.11.2016 02:00","n/e","10","n/e","3200"
"21.11.2016 02:00 - 21.11.2016 03:00","n/e","139","n/e","3200"
"21.11.2016 03:00 - 21.11.2016 04:00","n/e","62","n/e","3208"
"21.11.2016 04:00 - 21.11.2016 05:00","n/e","0","n/e","3200"
"21.11.2016 05:00 - 21.11.2016 06:00","n/e","94","n/e","3200"
"21.11.2016 06:00 - 21.11.2016 07:00","n/e","110","n/e","3200"
"21.11.2016 07:00 - 21.11.2016 08:00","n/e","8","n/e","3208"
"21.11.2016 08:00 - 21.11.2016 09:00","n/e","0","n/e","3200"
"21.11.2016 09:00 - 21.11.2016 10:00","n/e","10","n/e","3210"
"21.11.2016 10:00 - 21.11.2016 11:00","n/e","10","n/e","3210"
"21.11.2016 11:00 - 21.11.2016 12:00","n/e","0","n/e","3200"
"21.11.2016 12:00 - 21.11.2016 13:00","n/e","295","n/e","3320"
"21.11.2016 13:00 - 21.11.2016 14:00","n/e","265","n/e","3309"
"21.11.2016 14:00 - 21.11.2016 15:00","n/e","217","n/e","3321"
"21.11.2016 15:00 - 21.11.2016 16:00","n/e","174","n/e","3300"
"21.11.2016 16:00 - 21.11.2016 17:00","n/e","269","n/e","3460"
"21.11.2016 17:00 - 21.11.2016 18:00","n/e","811","n/e","3173"
"21.11.2016 18:00 - 21.11.2016 19:00","n/e","865","n/e","2437"
"21.11.2016 19:00 - 21.11.2016 20:00","n/e","1209","n/e","2559"
"21.11.2016 20:00 - 21.11.2016 21:00","n/e","883","n/e","3470"
"21.11.2016 21:00 - 21.11.2016 22:00","n/e","429","n/e","3250"
"21.11.2016 22:00 - 21.11.2016 23:00","n/e","536","n/e","3218"
"21.11.2016 23:00 - 22.11.2016 00:00","n/e","606","n/e","3300"
"22.11.2016 00:00 - 22.11.2016 01:00","n/e","238","n/e","3348"
"22.11.2016 01:00 - 22.11.2016 02:00","n/e","64","n/e","3256"
"22.11.2016 02:00 - 22.11.2016 03:00","n/e","54","n/e","3212"
"22.11.2016 03:00 - 22.11.2016 04:00","n/e","68","n/e","3258"
"22.11.2016 04:00 - 22.11.2016 05:00","n/e","60","n/e","3244"
"22.11.2016 05:00 - 22.11.2016 06:00","n/e","18","n/e","3218"
"22.11.2016 06:00 - 22.11.2016 07:00","n/e","814","n/e","3416"
"22.11.2016 07:00 - 22.11.2016 08:00","n/e","724","n/e","2949"
"22.11.2016 08:00 - 22.11.2016 09:00","n/e","220","n/e","1773"
"22.11.2016 09:00 - 22.11.2016 10:00","n/e","294","n/e","1875"
"22.11.2016 10:00 - 22.11.2016 11:00","n/e","236","n/e","2285"
"22.11.2016 11:00 - 22.11.2016 12:00","n/e","372","n/e","1950"
"22.11.2016 12:00 - 22.11.2016 13:00","n/e","1003","n/e","2544"
"22.11.2016 13:00 - 22.11.2016 14:00","n/e","1029","n/e","2546"
"22.11.2016 14:00 - 22.11.2016 15:00","n/e","828","n/e","2905"
"22.11.2016 15:00 - 22.11.2016 16:00","n/e","1025","n/e","2875"
"22.11.2016 16:00 - 22.11.2016 17:00","n/e","989","n/e","2937"
"22.11.2016 17:00 - 22.11.2016 18:00","n/e","1393","n/e","2128"
"22.11.2016 18:00 - 22.11.2016 19:00","n/e","2228","n/e","1152"
"22.11.2016 19:00 - 22.11.2016 20:00","n/e","2109","n/e","1062"
"22.11.2016 20:00 - 22.11.2016 21:00","n/e","1010","n/e","2227"
"22.11.2016 21:00 - 22.11.2016 22:00","n/e","590","n/e","2193"
"22.11.2016 22:00 - 22.11.2016 23:00","n/e","478","n/e","2164"
"22.11.2016 23:00 - 23.11.2016 00:00","n/e","1078","n/e","2378"
"23.11.2016 00:00 - 23.11.2016 01:00","n/e","163","n/e","2539"
"23.11.2016 01:00 - 23.11.2016 02:00","n/e","249","n/e","3030"
"23.11.2016 02:00 - 23.11.2016 03:00","n/e","89","n/e","3177"
"23.11.2016 03:00 - 23.11.2016 04:00","n/e","80","n/e","3280"
"23.11.2016 04:00 - 23.11.2016 05:00","n/e","95","n/e","3258"
"23.11.2016 05:00 - 23.11.2016 06:00","n/e","183","n/e","3224"
"23.11.2016 06:00 - 23.11.2016 07:00","n/e","502","n/e","2955"
"23.11.2016 07:00 - 23.11.2016 08:00","n/e","510","n/e","1863"
"23.11.2016 08:00 - 23.11.2016 09:00","n/e","719","n/e","1728"
"23.11.2016 09:00 - 23.11.2016 10:00","n/e","461","n/e","1569"
"23.11.2016 10:00 - 23.11.2016 11:00","n/e","587","n/e","1531"
"23.11.2016 11:00 - 23.11.2016 12:00","n/e","867","n/e","1568"
"23.11.2016 12:00 - 23.11.2016 13:00","n/e","747","n/e","1311"
"23.11.2016 13:00 - 23.11.2016 14:00","n/e","1134","n/e","1880"
"23.11.2016 14:00 - 23.11.2016 15:00","n/e","1358","n/e","2308"
"23.11.2016 15:00 - 23.11.2016 16:00","n/e","1194","n/e","2172"
"23.11.2016 16:00 - 23.11.2016 17:00","n/e","910","n/e","2514"
"23.11.2016 17:00 - 23.11.2016 18:00","n/e","912","n/e","2220"
"23.11.2016 18:00 - 23.11.2016 19:00","n/e","1267","n/e","1365"
"23.11.2016 19:00 - 23.11.2016 20:00","n/e","985","n/e","1372"
"23.11.2016 20:00 - 23.11.2016 21:00","n/e","633","n/e","2496"
"23.11.2016 21:00 - 23.11.2016 22:00","n/e","626","n/e","2591"
"23.11.2016 22:00 - 23.11.2016 23:00","n/e","577","n/e","2528"
"23.11.2016 23:00 - 24.11.2016 00:00","n/e","737","n/e","2623"
"24.11.2016 00:00 - 24.11.2016 01:00","n/e","150","n/e","3100"
"24.11.2016 01:00 - 24.11.2016 02:00","n/e","150","n/e","3058"
"24.11.2016 02:00 - 24.11.2016 03:00","n/e","0","n/e","3029"
"24.11.2016 03:00 - 24.11.2016 04:00","n/e","0","n/e","2986"
"24.11.2016 04:00 - 24.11.2016 05:00","n/e","10","n/e","2981"
"24.11.2016 05:00 - 24.11.2016 06:00","n/e","0","n/e","3081"
"24.11.2016 06:00 - 24.11.2016 07:00","n/e","140","n/e","2995"
"24.11.2016 07:00 - 24.11.2016 08:00","n/e","148","n/e","2219"
"24.11.2016 08:00 - 24.11.2016 09:00","n/e","468","n/e","1984"
"24.11.2016 09:00 - 24.11.2016 10:00","n/e","137","n/e","1988"
"24.11.2016 10:00 - 24.11.2016 11:00","n/e","243","n/e","2086"
"24.11.2016 11:00 - 24.11.2016 12:00","n/e","265","n/e","2041"
"24.11.2016 12:00 - 24.11.2016 13:00","n/e","494","n/e","2426"
"24.11.2016 13:00 - 24.11.2016 14:00","n/e","251","n/e","2498"
"24.11.2016 14:00 - 24.11.2016 15:00","n/e","140","n/e","2506"
"24.11.2016 15:00 - 24.11.2016 16:00","n/e","117","n/e","2660"
"24.11.2016 16:00 - 24.11.2016 17:00","n/e","33","n/e","2558"
"24.11.2016 17:00 - 24.11.2016 18:00","n/e","168","n/e","1544"
"24.11.2016 18:00 - 24.11.2016 19:00","n/e","46","n/e","257"
"24.11.2016 19:00 - 24.11.2016 20:00","n/e","72","n/e","189"
"24.11.2016 20:00 - 24.11.2016 21:00","n/e","235","n/e","2079"
"24.11.2016 21:00 - 24.11.2016 22:00","n/e","321","n/e","2170"
"24.11.2016 22:00 - 24.11.2016 23:00","n/e","367","n/e","2166"
"24.11.2016 23:00 - 25.11.2016 00:00","n/e","183","n/e","2166"
"25.11.2016 00:00 - 25.11.2016 01:00","n/e","1","n/e","3201"
"25.11.2016 01:00 - 25.11.2016 02:00","n/e","3","n/e","3203"
"25.11.2016 02:00 - 25.11.2016 03:00","n/e","0","n/e","3200"
"25.11.2016 03:00 - 25.11.2016 04:00","n/e","0","n/e","3200"
"25.11.2016 04:00 - 25.11.2016 05:00","n/e","58","n/e","3258"
"25.11.2016 05:00 - 25.11.2016 06:00","n/e","40","n/e","3240"
"25.11.2016 06:00 - 25.11.2016 07:00","n/e","282","n/e","2668"
"25.11.2016 07:00 - 25.11.2016 08:00","n/e","524","n/e","2446"
"25.11.2016 08:00 - 25.11.2016 09:00","n/e","674","n/e","1813"
"25.11.2016 09:00 - 25.11.2016 10:00","n/e","1601","n/e","1581"
"25.11.2016 10:00 - 25.11.2016 11:00","n/e","925","n/e","1860"
"25.11.2016 11:00 - 25.11.2016 12:00","n/e","1101","n/e","2177"
"25.11.2016 12:00 - 25.11.2016 13:00","n/e","1275","n/e","2092"
"25.11.2016 13:00 - 25.11.2016 14:00","n/e","1688","n/e","2612"
"25.11.2016 14:00 - 25.11.2016 15:00","n/e","1269","n/e","2815"
"25.11.2016 15:00 - 25.11.2016 16:00","n/e","1208","n/e","2951"
"25.11.2016 16:00 - 25.11.2016 17:00","n/e","901","n/e","3036"
"25.11.2016 17:00 - 25.11.2016 18:00","n/e","1327","n/e","2533"
"25.11.2016 18:00 - 25.11.2016 19:00","n/e","1766","n/e","1581"
"25.11.2016 19:00 - 25.11.2016 20:00","n/e","1534","n/e","1751"
"25.11.2016 20:00 - 25.11.2016 21:00","n/e","1061","n/e","2412"
"25.11.2016 21:00 - 25.11.2016 22:00","n/e","1043","n/e","2350"
"25.11.2016 22:00 - 25.11.2016 23:00","n/e","585","n/e","2310"
"25.11.2016 23:00 - 26.11.2016 00:00","n/e","706","n/e","2218"
"26.11.2016 00:00 - 26.11.2016 01:00","n/e","480","n/e","2921"
"26.11.2016 01:00 - 26.11.2016 02:00","n/e","190","n/e","3174"
"26.11.2016 02:00 - 26.11.2016 03:00","n/e","116","n/e","3241"
"26.11.2016 03:00 - 26.11.2016 04:00","n/e","149","n/e","3135"
"26.11.2016 04:00 - 26.11.2016 05:00","n/e","133","n/e","3083"
"26.11.2016 05:00 - 26.11.2016 06:00","n/e","280","n/e","3268"
"26.11.2016 06:00 - 26.11.2016 07:00","n/e","248","n/e","3191"
"26.11.2016 07:00 - 26.11.2016 08:00","n/e","150","n/e","3148"
"26.11.2016 08:00 - 26.11.2016 09:00","n/e","391","n/e","3540"
"26.11.2016 09:00 - 26.11.2016 10:00","n/e","244","n/e","3346"
"26.11.2016 10:00 - 26.11.2016 11:00","n/e","74","n/e","2996"
"26.11.2016 11:00 - 26.11.2016 12:00","n/e","336","n/e","3329"
"26.11.2016 12:00 - 26.11.2016 13:00","n/e","505","n/e","3237"
"26.11.2016 13:00 - 26.11.2016 14:00","n/e","429","n/e","3449"
"26.11.2016 14:00 - 26.11.2016 15:00","n/e","192","n/e","3392"
"26.11.2016 15:00 - 26.11.2016 16:00","n/e","53","n/e","3253"
"26.11.2016 16:00 - 26.11.2016 17:00","n/e","12","n/e","3212"
"26.11.2016 17:00 - 26.11.2016 18:00","n/e","12","n/e","3212"
"26.11.2016 18:00 - 26.11.2016 19:00","n/e","530","n/e","3046"
"26.11.2016 19:00 - 26.11.2016 20:00","n/e","443","n/e","2892"
"26.11.2016 20:00 - 26.11.2016 21:00","n/e","189","n/e","2679"
"26.11.2016 21:00 - 26.11.2016 22:00","n/e","458","n/e","3300"
"26.11.2016 22:00 - 26.11.2016 23:00","n/e","505","n/e","3206"
"26.11.2016 23:00 - 27.11.2016 00:00","n/e","575","n/e","3094"
"27.11.2016 00:00 - 27.11.2016 01:00","n/e","187","n/e","3088"
"27.11.2016 01:00 - 27.11.2016 02:00","n/e","178","n/e","3057"
"27.11.2016 02:00 - 27.11.2016 03:00","n/e","383","n/e","3152"
"27.11.2016 03:00 - 27.11.2016 04:00","n/e","439","n/e","3103"
"27.11.2016 04:00 - 27.11.2016 05:00","n/e","395","n/e","2963"
"27.11.2016 05:00 - 27.11.2016 06:00","n/e","459","n/e","3053"
"27.11.2016 06:00 - 27.11.2016 07:00","n/e","663","n/e","2981"
"27.11.2016 07:00 - 27.11.2016 08:00","n/e","721","n/e","3069"
"27.11.2016 08:00 - 27.11.2016 09:00","n/e","731","n/e","3206"
"27.11.2016 09:00 - 27.11.2016 10:00","n/e","819","n/e","3211"
"27.11.2016 10:00 - 27.11.2016 11:00","n/e","633","n/e","2960"
"27.11.2016 11:00 - 27.11.2016 12:00","n/e","893","n/e","3070"
"27.11.2016 12:00 - 27.11.2016 13:00","n/e","481","n/e","3147"
"27.11.2016 13:00 - 27.11.2016 14:00","n/e","860","n/e","3028"
"27.11.2016 14:00 - 27.11.2016 15:00","n/e","892","n/e","3253"
"27.11.2016 15:00 - 27.11.2016 16:00","n/e","582","n/e","3199"
"27.11.2016 16:00 - 27.11.2016 17:00","n/e","513","n/e","3355"
"27.11.2016 17:00 - 27.11.2016 18:00","n/e","302","n/e","3412"
"27.11.2016 18:00 - 27.11.2016 19:00","n/e","381","n/e","2708"
"27.11.2016 19:00 - 27.11.2016 20:00","n/e","375","n/e","2937"
"27.11.2016 20:00 - 27.11.2016 21:00","n/e","399","n/e","2822"
"27.11.2016 21:00 - 27.11.2016 22:00","n/e","556","n/e","3090"
"27.11.2016 22:00 - 27.11.2016 23:00","n/e","468","n/e","3267"
"27.11.2016 23:00 - 28.11.2016 00:00","n/e","269","n/e","3004"
"28.11.2016 00:00 - 28.11.2016 01:00","n/e","276","n/e","2522"
"28.11.2016 01:00 - 28.11.2016 02:00","n/e","172","n/e","2526"
"28.11.2016 02:00 - 28.11.2016 03:00","n/e","239","n/e","2721"
"28.11.2016 03:00 - 28.11.2016 04:00","n/e","232","n/e","2907"
"28.11.2016 04:00 - 28.11.2016 05:00","n/e","153","n/e","2895"
"28.11.2016 05:00 - 28.11.2016 06:00","n/e","115","n/e","3068"
"28.11.2016 06:00 - 28.11.2016 07:00","n/e","421","n/e","2828"
"28.11.2016 07:00 - 28.11.2016 08:00","n/e","492","n/e","1814"
"28.11.2016 08:00 - 28.11.2016 09:00","n/e","592","n/e","767"
"28.11.2016 09:00 - 28.11.2016 10:00","n/e","469","n/e","604"
"28.11.2016 10:00 - 28.11.2016 11:00","n/e","467","n/e","770"
